"ID","Sex","Genotype","Cycle","DAPI_Area","DAPI_Int.Intensity","Meg3_Area","Meg3_Int.Intensity","Snhg14_Area","Snhg14_Int.Intensity","Xist_Area","Xist_Int.Intensity","Tri.coloc_Area","Tri.coloc_Int.Intensity","Snhg14_Xist_Area","Snhg14_Xist_Int.Intensity","Meg3_Snhg14_Area","Meg3_Snhg14_Int.Intensity","Meg3_Xist_Area","Meg3_Xist_Int.Intensity","Meg3_norm","Snhg14_norm","Xist_norm","Tri.coloc_norm","Meg3_Xist_Area_norm","Meg3_Snhg14_Area_norm","Snhg14_Xist_Area_norm"
503,"M","PWS",12,43.4885733532586,5970650.05271896,6.94925388210879,562322.218762973,0.0274231726857618,7332.04856787041,0.0549388343711091,620.382731423825,0,0,0,0,0.0266832561228726,5834.14445828137,0.0152607870485677,1987.7310087173,12.0382243301571,0.0384578655284817,0.0950266447937637,0,0.0210268736453138,0.0373485889121776,0.0384578655281678
579,"M","PWS",12,37.722324129385,977472.106150341,9.09551967334854,850149.863781316,0.134851828701595,37295.1375854214,0.0692784118451026,901.93712984054,0.00492308109339411,132.276993166286,0.00507534123006833,135.013211845104,0.133126212300684,3829.13621867881,0.0311625972665147,656.371298405469,19.3564436274994,0.239141283940666,0.133317328139206,0.00893965830670927,0.053655681680391,0.235350750994828,0.239141283943361
609,"M","PWS",11,38.8418911129929,1007810.05434783,6.90951052098079,483750.006825066,0,0,0.00402698053589481,67.1969160768435,0,0,0,0,0,0,0.000168964105156728,1.57355915065719,14.3273371932829,0,0.00822110810804661,0,0.000430089948091685,0,0
627,"M","PWS",11,45.1423875217247,4428253.33233829,9.29092477014927,745304.224212275,0.090268441459372,41824.3963515751,0.0224285489220559,277.392703150905,0,0,0,0,0.0274537270315097,5143.39734660038,0.00801811409618548,377.409950248746,16.6219291324225,0.131518423674531,0.0383894904128199,0,0.0121866121361023,0.0348276732112738,0.131518423673638
636,"M","PWS",11,43.3281005386417,4684547.78961747,9.98133227010148,855890.305230288,0,0,0.00730516393442634,93.5698672911795,0,0,0,0,0,0,0.00191325722092121,115.912958626071,18.6828131450246,0,0.0119194756724006,0,0.00312176743798028,0,0
647,"M","PWS",12,48.5618593150047,5296168.35601118,14.8588512413793,1644084.29263746,0.174529074557317,47005.7222739983,0.0496281369990678,1411.71295433365,0.00134971947809878,189.863000931968,0.00134971947809878,189.863000931968,0.171518162162161,29191.6561043802,0.0201419645852752,2348.43616029824,24.4031308862694,0.225348173471468,0.0497109730561277,0.00123086037137513,0.0196033210484033,0.220994404628134,0.225348173465093
753,"F","PWS",12,46.8426453004835,1137886.89735962,18.0870965775381,1777768.99962811,0.217338812569733,60473.2618073649,5.04411643250279,93324.3384157679,0.0508753425065079,1726.25883227968,0.0524496619561174,1793.15358869467,0.212532998512451,5941.00111565631,2.36504066455932,77287.6820379323,33.6431060064663,0.361089367167976,9.85350522035605,0.0816063635080087,4.12379205908855,0.353421434083313,0.36108936716848
825,"F","PWS",12,55.8912022688292,5836191.06040268,16.754259725578,1792149.3564504,1.03544840454884,302208.017524235,3.44304871588365,46171.2684563761,0.178694599179717,31199.6692766591,0.180563790454885,31463.2225950784,1.01733802721849,150443.913124534,1.85955368829233,325584.33557047,24.2203117841112,1.30702800536258,5.10614188933418,0.222735993938013,2.50642938698448,1.28253321962599,1.3070280053739
836,"F","PWS",11,39.3103316359971,1061237.59897361,14.1465608167155,1195593.80388563,0.309749791055719,80234.4835043983,4.90825801026393,85206.0615835771,0.0746911458944282,3175.77089442816,0.075017843475073,3188.38599706746,0.30611528409091,11412.9611436951,2.19426179655425,84857.6528592376,31.8031551675525,0.630601021348386,11.5306453213561,0.145817981733847,4.60240747655492,0.621801372761797,0.630601021353284
837,"F","PWS",11,43.9841886938683,4449621.1729035,5.27402319341748,496342.279981962,0.173785829576186,58686.5928764662,0.934575988953983,14290.3550495938,0.0128079150135261,2447.813119928,0.0146160912984668,2620.05816050492,0.162308933273225,28429.1587015319,0.349932331154199,55411.3924706957,9.67204388512585,0.251406384679369,1.85274492780871,0.0183580889587093,0.620349199257674,0.222029937333122,0.251406384679594
854,"F","PWS",11,56.0375630357143,7398150.11190476,15.318735309864,1313244.02346939,0.022659674489796,6080.03163265302,4.8658049989796,81280.8275510193,0.00481233911564635,1195.40102040818,0.00485023129251705,1202.88979591835,0.0220912880952379,4557.24931972787,1.99484704897959,462529.840816324,22.2814842858359,0.0318773632898498,7.56397306321151,0.00688673736920976,2.7556594223505,0.0310240122420127,0.0318773632910858
881,"F","PWS",12,55.735301731432,2116952.50386216,22.3023286452763,2568667.3755199,0.599117839572192,171445.534759359,3.92819014319667,56090.3826500298,0.0967749720736777,5666.40701128941,0.0981650362448011,5853.45513963166,0.588460677361854,30197.5127748071,2.16492629708854,117539.427807486,35.5570995425968,0.814197513572959,6.31928681606015,0.126340452918404,3.16645667804253,0.800253871287887,0.814197513573251
593,"M","COMP",12,46.2268704131501,8352059.61089303,7.23566795682041,558322.756624142,0.00672358390579,1668.38763493621,0.00437306182531894,44.5377821393524,0,0,0,0,0.0065049303238469,2009.84494602551,0.000382642787046117,64.699214916584,12.0653442173127,0.0106184532772862,0.00757561195280239,0,0.000433437479334431,0.0102515553757472,0.0106184532771289
607,"M","COMP",11,39.1653122080745,1863791.88220945,12.2922223347383,1026224.83873114,0.522174173691217,145132.477817213,0,0,0,0,0,0,0.495954257098491,18541.9429902395,0,0,27.6212940727871,1.12263552270022,0,0,0,1.04686648164266,1.12263552269764
610,"M","COMP",12,36.5533401762665,675386.600277584,11.3711452144344,1035802.81054823,0.150909167938931,44381.1686328937,0.0132973254684246,172.126301179737,0.000695790423317146,8.03261623872322,0.000695790423317146,8.03261623872322,0.146966356696739,2544.94309507286,0.00386550173490633,59.1797362942401,26.7257485271078,0.322307265510786,0.030891041219207,0.00150193034655532,0.00730505614783014,0.311475324026693,0.322307265515915
629,"M","COMP",11,41.0398260718168,3371106.6296584,7.35446373020185,693792.643245343,0.00272454813664592,756.477096273267,0,0,0,0,0,0,0.0025948078416149,457.928959627346,0,0,14.2427942077512,0.0047207394129081,0,0,0,0.00448929321600174,0.00472073941272127
656,"M","COMP",11,34.215277227815,511258.86645331,11.7787503866744,977404.141402384,1.72061581553681,517324.796334005,0.0041164611579866,45.3974396275831,0.00204202385801573,40.6342740762283,0.00379233022985162,66.8856560954331,1.62752545941229,28958.732324702,0.00204202385801573,40.6342740762283,30.3152060175311,3.66215748935672,0.0116281124103236,0.00246864833449977,0.00246864833450119,3.44279072777211,3.66215748932615
738,"F","COMP",12,54.6961648314566,7634957.05230657,13.5211695866327,1251564.77479114,0.54710449582274,157906.143479841,2.72492030039957,32568.5568470759,0.10994696004359,24570.6498365421,0.113629393389028,25317.8172902286,0.529946782055934,98141.3821285857,1.19925952015983,277397.64184526,19.8905523084864,0.710193276237171,4.17397159542779,0.137765653320846,1.63611081980211,0.68328727609894,0.710193276224834
797,"F","COMP",12,52.4173062384519,4267627.26404494,11.9914104141697,1019033.55149812,0.60910451186018,173638.848314604,1.24964129494382,13075.2858926341,0.039359874531835,5879.76092384517,0.0415156273408238,6182.72034956312,0.574056141073662,68035.9794007496,0.514077530274653,78988.0505617972,17.4197586724946,0.793208791801552,1.85789537555999,0.0506225928878126,0.687196170553049,0.743704116945003,0.793208791802242
810,"F","COMP",12,47.9704576615018,2041520.89426189,16.4723140798569,1718968.01872982,1.23923154469604,364123.615528685,2.45389850093649,29920.0693001873,0.109260271581816,7108.6861910439,0.113680001532439,7356.73029116288,1.19524290396732,58594.9288268344,1.08034888932403,74081.1508598675,28.8969902166324,2.1902235931715,4.55513003986974,0.180893656427111,1.67403096850911,2.09647235307488,2.19022359316498
839,"F","COMP",11,41.4490817426443,1765041.71992551,9.15755406033516,742789.275232774,0.00506192067039109,1269.65474860337,2.73750335121043,49218.2115456238,0.000912805586592215,47.5672253258861,0.000912805586592215,47.5672253258861,0.00489595605214153,268.7791433892,0.856460396275602,54284.0521415266,18.3477309981373,0.00909225888101455,6.11912960372437,0.00126468692241696,1.62615221054734,0.00860468349835404,0.00909225888067484
850,"F","COMP",11,43.683321237574,2380519.11804733,10.1482881505917,844874.842899418,0,0,2.79389393520712,50721.292899409,0,0,0,0,0,0,1.09475605798817,100974.760355028,19.7263892278534,0,5.66003821162201,0,2.00406606696404,0,0
870,"F","COMP",11,47.733171562316,8646460.50147202,10.7368505152111,1151970.28802746,1.79948757875369,562459.33881256,4.65496023895976,101226.356722276,0.584569024779201,212804.776496566,0.610834728410202,217447.40039254,1.7237789440628,603774.698478897,1.98878648994112,688541.451177628,16.9529787390215,2.56279816168592,8.37644410323427,0.818074485062623,2.93813461097058,2.42731927578935,2.56279816168756
